#{"t_start": 1776591530.9138653, "env_id": "None"}
r,l,t
-600.0,600,7945.047861
-240.0,141,8038.620914
-600.0,600,8040.648309
-600.0,600,8044.643301
-600.0,600,8094.755593
-600.0,600,8157.708501
-600.0,600,8186.200298
-600.0,600,8206.67837
-600.0,600,8245.632023
-600.0,600,8437.990586
-600.0,600,8439.967745
-600.0,600,8443.90681
-600.0,600,8492.375725
-600.0,600,8553.004779
-600.0,600,8581.783647
-600.0,600,8601.949616
-600.0,600,8640.011506
-258.0,259,8769.967311
-491.0,392,8808.105421
-600.0,600,8829.007724
-600.0,600,8830.97147
-600.0,600,8835.038644
-600.0,600,8884.143673
-600.0,600,8974.326959
-600.0,600,9033.32037
-600.0,600,9164.399178
-600.0,600,9202.355717
-600.0,600,9223.106052
-600.0,600,9225.098698
-600.0,600,9229.025546
-600.0,600,9277.265287
-125.0,126,9305.471104
-600.0,600,9366.365827
-241.0,242,9386.831076
-600.0,600,9425.638054
-600.0,600,9555.986813
-600.0,600,9593.550946
-600.0,600,9616.467314
-600.0,600,9668.850558
-576.0,477,9677.996484
-600.0,600,9696.98481
-600.0,600,9778.664646
-600.0,600,9817.547731
-600.0,600,9949.172466
-600.0,600,9987.765117
-600.0,600,10010.977184
-600.0,600,10063.167338
-600.0,600,10072.484476
-600.0,600,10091.73681
-600.0,600,10174.91246
-600.0,600,10213.107834
-600.0,600,10341.493277
-600.0,600,10378.389928
-600.0,600,10400.231839
-559.0,560,10637.598204
-600.0,600,10654.740587
-600.0,600,10681.797391
-600.0,600,10760.164811
-600.0,600,10797.29508
-326.0,327,10887.654272
-600.0,600,10923.689182
-600.0,600,10961.830037
-600.0,600,10984.278938
-600.0,600,11018.194106
-600.0,600,11034.416859
-472.0,473,11060.291646
-600.0,600,11180.606343
-600.0,600,11275.80081
-600.0,600,11314.930108
-600.0,600,11356.893062
-600.0,600,11381.272317
-600.0,600,11416.183395
-600.0,600,11432.909632
-600.0,600,11459.558099
-285.0,286,11505.46936
-600.0,600,11582.048728
-384.0,385,11609.624832
-600.0,600,11678.130991
-600.0,600,11782.14649
-600.0,600,11815.111995
-600.0,600,11833.705158
-54.0,55,11853.809897
-600.0,600,11862.02949
-600.0,600,11910.960259
-594.0,595,11980.401868
-600.0,600,12010.869154
-140.0,41,12038.313123
-600.0,600,12076.576936
-523.0,524,12126.177551
-600.0,600,12235.279512
-600.0,600,12255.197556
-600.0,600,12263.523703
-600.0,600,12310.365948
-564.0,565,12358.008629
-600.0,600,12437.88334
-600.0,600,12475.97879
-600.0,600,12526.956554
-600.0,600,12636.021893
-600.0,600,12656.2995
-600.0,600,12664.415929
-63.0,64,12707.835762
-600.0,600,12713.483694
-600.0,600,12764.858297
-600.0,600,12851.918361
-600.0,600,12891.722359
-600.0,600,12944.274962
-600.0,600,13050.512775
-600.0,600,13069.502397
-418.0,319,13070.162595
-600.0,600,13119.668946
-600.0,600,13125.040232
-394.0,295,13142.47576
-492.0,393,13158.257859
-248.0,149,13168.902269
-600.0,600,13174.39808
-125.0,126,13208.99622
-110.0,11,13216.216544
-600.0,600,13447.438998
-462.0,463,13448.671839
-600.0,600,13465.06365
-600.0,600,13511.333858
-600.0,600,13546.395433
-600.0,600,13556.181888
-600.0,600,13561.046786
-600.0,600,13599.4769
-258.0,259,13606.309967
-322.0,223,13690.14686
-600.0,600,13809.364486
-600.0,600,13826.33593
-600.0,600,13870.690049
-600.0,600,14079.844686
-600.0,600,14093.189821
-600.0,600,14129.165834
-600.0,600,14135.281525
-600.0,600,14217.427599
-600.0,600,14333.580333
-600.0,600,14350.338487
-600.0,600,14394.70415
-600.0,600,14428.61829
-600.0,600,14442.698071
-600.0,600,14479.996067
-101.0,2,14481.148793
-600.0,600,14486.501532
-198.0,99,14544.637653
-366.0,267,14551.808569
-600.0,600,14569.412638
-600.0,600,14684.855931
-600.0,600,14701.732653
-600.0,600,14779.549958
-600.0,600,14793.401445
-522.0,423,14815.800004
-600.0,600,14831.525101
-600.0,600,14899.235398
-600.0,600,14907.271147
-600.0,600,15049.328773
-600.0,600,15066.275048
-209.0,110,15130.745456
-600.0,600,15144.902999
-600.0,600,15159.004012
-693.0,594,15177.582355
-600.0,600,15196.666165
-600.0,600,15259.521345
-600.0,600,15266.483465
-600.0,600,15399.64432
-600.0,600,15488.978037
-600.0,600,15505.498499
-682.0,583,15510.398408
-600.0,600,15543.581774
-600.0,600,15566.039014
-624.0,525,15587.957754
-600.0,600,15646.40506
-405.0,306,15750.345626
-600.0,600,15800.751559
-600.0,600,15892.559942
-600.0,600,15908.680992
-600.0,600,15913.181918
-600.0,600,15966.77086
-600.0,600,15988.383123
-600.0,600,16046.347025
-144.0,45,16075.888272
-192.0,93,16137.028722
-600.0,600,16146.937933
-600.0,600,16196.286942
-600.0,600,16288.12107
-600.0,600,16303.66003
-600.0,600,16308.174703
-699.0,600,16362.203968
-600.0,600,16384.784572
-222.0,123,16390.297645
-478.0,379,16448.021898
-600.0,600,16534.844532
-600.0,600,16544.895815
-144.0,45,16565.117384
-600.0,600,16686.77326
-600.0,600,16702.900131
-648.0,549,16750.786025
-600.0,600,16762.893179
-240.0,141,16781.079044
-600.0,600,16789.723879
-600.0,600,16845.949099
-160.0,161,16894.572991
-656.0,557,16938.76215
-600.0,600,16948.102218
-336.0,237,17011.755004
